"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?c=ruvvvvvfvtvnvv1urvvvvfvvvvvvfvvvou20evvvvvvvvvnvvuvs&ct=0&vs=INTL.44-1-AFG-QBTU.A&vo=0&v=H&end=2016"
"Tue Apr 30 2019 10:30:49 GMT-0500 (Central Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"","Lithuania","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.151081146,0.138553106,0.089123035,0.123995128,0.145386614,0.127123653,0.153008157,0.114049033,0.10146630344,0.138458196,0.165803463,0.1764944192,0.17064927236,0.116549507607,0.0975399647,0.11006903745,0.11329719952,0.12284720929045,0.017916496221396,0.019036614037196,0.02057942797423,0.024398655385491,0.024273935895836,0.025756348410236,0.030731609052718
"","Luxembourg","Quad Btu",0.00119462037835,0.00133798433536,0.00122311854171,0.001209802093,0.00128412,0.001086488,0.001211736,0.001489917,0.001455684,0.001126656,0.001081808,0.001262756,0.001044542,0.001092754,0.001629928,0.00144368,0.00104434,0.001337903,0.00173349,0.00158503,0.002060602,0.00207641635,0.00187132335,0.001701,0.002283648,0.002389761,0.00277732,0.003004736,0.002778828,0.00259616,0.003014604,0.003021676,0.003463824,0.004045384,0.0042795,0.004594267,0.005742304
"","Macau","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Macedonia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.050872577356344,0.048006167579512,0.049158568935586,0.052918102610797,0.052173821155213,0.050119730619304,0.061020003662005,0.059343901297369,0.057822000732342,0.055638354836132,0.054412293858855,0.059138843779956,0.05938519147789,0.057004233383348,0.056480844842472,0.049683129122993,0.054642561900193,0.058214922941934,0.064874683816747,0.064485122008488,0.054542732727629,0.05609032315413,0.053827966182449,0.055372047615023,0.050636486006835
"","Madagascar","Quad Btu",0.00151664848034,0.00158885639824,0.00236260504638,0.002577404459,0.00263088,0.002663985,0.002778636,0.002979834,0.0030972,0.003275648,0.003515876,0.003464752,0.003536964,0.003546296,0.003579652,0.003805128,0.00435314,0.00459585,0.0050985,0.00526639,0.00550854,0.005455824,0.005442555,0.0061155,0.006350144,0.006409359,0.006258889,0.007037408,0.006818968,0.00716384,0.00687798,0.006713756,0.007194096,0.007737751,0.00837831,0.007557709,0.008687312
"","Malawi","Quad Btu",0.00403054527652,0.00396168799298,0.00436392137515,0.0054192182673511,0.0056535976537505,0.0065916288702607,0.0070919025583336,0.0076730207126497,0.0073674766080815,0.0078079904396048,0.0090102811458613,0.0095576758366869,0.009796971511916,0.009801841911916,0.010170003836687,0.010283561686229,0.010651830587145,0.010977735637603,0.012379042788062,0.011251610757492,0.012621603020534,0.012467050133568,0.012516330231914,0.013852305123653,0.01445448449687,0.014917308404393,0.014554094543841,0.015694206408428,0.016271175158887,0.016868867066235,0.019292317107158,0.019679817421845,0.01654963381055,0.014097190883983,0.015048649872726,0.01293934141043,0.014742586350438
"","Malaysia","Quad Btu",0.66136304059942,0.62975267813436,0.7088975259727,0.9314093606488,1.30858564,1.426106572,1.6564662526302,1.6781174249792,1.8090937935494,1.9231599208446,1.8738410859905,2.0072023060978,2.0950548565141,2.2013861086493,2.3378371478466,2.5945122336984,2.7680677032834,2.9827090019496,3.1033181600603,3.0674001280351,3.1678061436963,3.1508316586967,3.3249190045267,3.5114257857236,3.5495782693816,3.7454085718673,3.8345545285848,3.8219142646941,3.8929742826313,3.8156214763241,3.844948414345,3.7417202046352,3.7833006802633,3.8563502658871,3.9416605758268,3.9791955228188,4.0685973277075
"","Maldives","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999E-8,2.9757E-7,2.006452E-5,2.000362E-5,1.98128E-5,2.04876E-5,2.13752E-5,1.9032E-5,1.9082E-5,1.902E-5,1.8638E-5,1.8464E-5
"","Mali","Quad Btu",0.00086220427307,0.00085714621484,0.00109767048615,0.0012834422204,0.00138852,0.001389451,0.001650468,0.00166704,0.001713784,0.001752576,0.001882762,0.001899352,0.002151136,0.002247362,0.00226952,0.002299576,0.0021714,0.002318351,0.00234531,0.00235198,0.002376833,0.002417922,0.002400828,0.00236925,0.002483968,0.004469553,0.004751201,0.004655364,0.005636488,0.01062864,0.01117062,0.012125568,0.012532572,0.011659102,0.00996648,0.009906097,0.010635264
"","Malta","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76E-6,5.86327E-5,0.0001362807,0.00031519188,0.0003825967,0.0007713907,0.0009467913,0.00127077668
"","Martinique","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9998E-5,1.9838E-5,1.9768E-5,1.9708E-5,1.952E-5,9.756E-6,9.716E-6,1.9032E-5,1.9082E-5,1.902E-5,1.8638E-5,9.232E-6
"","Mauritania","Quad Btu",0.00025970008225,0.0003135900786,0.00039725217594,0.0004102807098,0.00037584,0.000323857,0.000188028,0.000260475,0.0002581,0.0002608,0.00026005,0.0002609,0.000268892,0.000268034,0.000288848,0.000288736,0.00028952,0.00030639,0.000285516,0.00030678,0.000326432,0.000351322,0.000345882,0.000415125,0.000440704,0.000489951,0.066376829,0.032610856,0.02759311,0.02513735355,0.01831749415,0.01733491869,0.0154826051,0.01677001,0.01466435587,0.014238988,0.013671708
"","Mauritius","Quad Btu",0.00085181626978,0.00061672715458,0.00097222243059,0.000368200637,0.0006786,0.001190958,0.001138614,0.001448241,0.001022076,0.001533504,0.000873768,0.000772264,0.001158304,0.001061827,0.0007737,0.001381808,0.00105468,0.000939596,0.001060488,0.00317006,0.005151505,0.00537316,0.005239095,0.005538375,0.0057231424,0.0054334566,0.00492250213,0.00517348328,0.0058473636,0.006484538132635,0.00704255292192,0.0059804323204,0.00606152798808,0.00620455953197,0.00644165450094,0.00700823888576,0.006793974115584
"","Mexico","Quad Btu",5.7125771145375,6.7420555382661,7.7928371279909,7.6578473464923,7.8855961441368,7.8269079161297,7.0986642520833,7.3463400631656,7.3512997533622,7.3744136887901,7.6398672738594,7.9618034460072,7.9634434506221,8.0342684815819,8.1569024716025,8.1000366034033,8.8060879129806,9.1077100776387,9.3498068145135,9.0920083394825,9.380464275537,9.5818230490133,9.6525643032657,10.143478166418,10.290990207413,10.273875207203,10.338722916912,9.9640250658766,9.3828977827601,9.2086781572074,8.8539959662957,8.8945651248717,8.6994408923316,8.6093689139855,8.3799496256872,7.7850177404455,7.339168206516
"","Moldova","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.00263721,0.003824639,0.0028369,0.003310152,0.00374308,0.003860514,0.003946239,0.003712038,0.003998792,0.003709547,0.003540204,0.00362475,0.0035056,0.003589641,0.0053179155,0.003498936,0.00379379,0.00345504,0.003931668,0.003381168,0.002531256,0.00295771,0.00312879,0.003019356,0.0029525513
"","Mongolia","Quad Btu",0.12806145911409,0.10477657925067,0.13059931686418,0.13199923896459,0.13175291671403,0.15848801925133,0.17178519944974,0.18874834730746,0.20877632175969,0.19533360645055,0.17362446372695,0.17071333676771,0.15154841761943,0.1365300021669,0.12525988092877,0.12175788506994,0.12396548968069,0.11990648578776,0.12289910694036,0.12172469709391,0.12635736634042,0.12532129622365,0.13665969233317,0.12989212720475,0.13259675724074,0.18412430584416,0.2051884840054,0.23387507106309,0.25637679845015,0.36179117124872,0.62493232385254,0.7342214682672,0.71500195997777,0.84047168499205,0.61625552189369,0.63827662942379,0.94412865998011
"","Montenegro","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.030976638602539,0.023670880771067,0.030994612526731,0.028595414089702,0.044181479855635,0.029840581716805,0.03073488057284,0.038747128174269,0.031905356006747,0.030338423081548,0.029540359140442
"","Montserrat","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Morocco","Quad Btu",0.034240831406418,0.030975670000446,0.027135855884421,0.026207940339898,0.026115367298366,0.026640360365434,0.027219075365434,0.02611322594411,0.027161193151505,0.025617429463457,0.026696843344798,0.027991017737231,0.024502041329665,0.01877010283319,0.023737521403267,0.022089659403267,0.032877560070851,0.030437354290198,0.025271227594583,0.013530177976956,0.012156141314617,0.015628459683147,0.014473655551677,0.020255616520206,0.021738578888736,0.014214654544368,0.015549264514789,0.0153626776,0.01527245328,0.0318105114,0.042877376018033,0.029224815518033,0.02565904995,0.043003195784426,0.037435972784426,0.045461485634426,0.046822957268
"","Mozambique","Quad Btu",0.13929273611561,0.0346517036853,0.03093339970017,0.052705291182,0.00576288,0.001556603,0.000396948,0.000250056,0.000505876,0.0005216,0.002922962,0.00333952,0.003330124,0.003515369,0.003734392,0.003867,0.005751931598679,0.010969070836074,0.018635483673469,0.081424094134572,0.10128831214793,0.12522553663301,0.13150464911507,0.11291201507404,0.15941408418537,0.21454578823631,0.24157138521177,0.2557261792264,0.26362012090847,0.26954675446887,0.28492293402928,0.32867312604547,0.45927890346378,0.5110340826057,0.56053344900315,0.56647930037614,0.53837568890177
"","Namibia","Quad Btu",--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0.01154944,0.0087373,0.006168652,0.010013454,0.011831482,0.013934566,0.014011548,0.014710158,0.015157125,0.015885376,0.016408359,0.01577121,0.01541904,0.014544504,0.013616176,0.0120496356,0.0135062116,0.0151409076,0.0120130731,0.013980651,0.0138582849,0.0124179632
"","Nauru","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Nepal","Quad Btu",0.0020953521995674,0.0024694691706727,0.0024424778361753,0.0036010532805332,0.0037717381421773,0.0037143319409562,0.004676514763045,0.005657517,0.005750468,0.005591552,0.009122554,0.009402836,0.0086493969863095,0.0089828219863095,0.0095975209863095,0.012024474958929,0.012316839452083,0.010996010945238,0.011781093424702,0.014875554876786,0.017041880383631,0.019247407931548,0.021736175917857,0.023040453424702,0.024112964438393,0.02522091147812,0.02725266148361,0.027855927306916,0.027906923787728,0.030575676300061,0.031410748219226,0.034087457369917,0.033719027520586,0.033718684904167,0.036605566789794,0.032924427835646,0.039855672479866
"","Netherlands","Quad Btu",3.15543672229,2.93544798762,2.539710753389,2.72537576564,2.76407692,2.921623803,2.74195011,2.729966887,2.421565052,2.603249334,2.63077604146,2.94601025326,2.92633855528,2.974519937545,2.91053581234,2.92446981946,3.26971508728,2.89710669494,2.793612854474,2.57231705258,2.48388742404,2.642089940166,2.614170892012,2.526597861462,2.943857757188,2.709849886056,2.654308431354,2.647182625612,2.884241505352,2.730903768564,3.0342067494876,2.8103016768795,2.8167144847177,3.0077740728503,2.5274332628186,2.0326784376928,1.9494724628595
"","Netherlands Antilles","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,1.0309E-5,7.2212E-5,7.2184E-5,7.238E-5,7.1491E-5,7.1379E-5,7.1582E-5,0.00030603,0.00030999,0.00030519,0.00030375,0.00030048,0.00029997,0.00029757,0.00029652,0.00029562,0.0006344,0.000663408,0.000864724,0.002217228,0.002261217,0.00229191,0.00223656,0.00216952
"","New Caledonia","Quad Btu",0.00286708890804,0.00280140470216,0.00426523388904,0.0029245650596,0.00414468,0.005004113,0.004157508,0.002646426,0.005440748,0.005382912,0.004743312,0.00354824,0.003536964,0.003525678,0.003878816,0.00433104,0.0040326,0.00367668,0.004007421,0.004775542,0.004539445,0.00382321,0.003306225,0.003290625,0.0033356123659306,0.003559644,0.003124485,0.004210584,0.004759482,0.00421632,0.003053628,0.004051572,0.004301232,0.004789582,0.00325242,0.003746238,0.0025388
"","New Zealand","Quad Btu",0.31730556553839,0.33258039822356,0.36229168872071,0.39056430217131,0.42397516889265,0.44959971926718,0.52294930022534,0.50861203952537,0.55160245570359,0.56983226185836,0.58431587459992,0.60698983260747,0.59222076394191,0.61563684602577,0.6324500263541,0.6369950835619,0.6586194433486,0.68736338065308,0.63792045878468,0.66310456743731,0.6663053694194,0.66815764540525,0.69058845003301,0.62164947599907,0.62700478081681,0.59323470774268,0.60670604814487,0.64562021174991,0.67082517752516,0.69027909020711,0.72767487804892,0.69336719309209,0.67291550394831,0.66749056620707,0.70104311663538,0.67303813552681,0.66297989914629
"","Nicaragua","Quad Btu",0.0056095217766,0.00546692037026,0.00475657210665,0.0036714863518,0.00556452,0.005860767,0.00485739,0.006230562,0.006101484,0.009785216,0.00816557,0.008265312,0.007466924,0.009113156,0.007623524,0.007352456,0.00742412,0.006393338,0.00458865,0.005358424,0.003825375,0.004494855,0.006164838,0.007036875,0.007041248,0.0089991,0.007994714,0.007768824,0.01289468958,0.01195325025118,0.013310744705955,0.012694169807,0.01672332025344,0.020975510421815,0.02289169429662,0.021349829,0.022298097604452
"","Niger","Quad Btu",0.00080972600304965,0.0012145888209317,0.0018218832313976,0.0026316092344473,0.0030729441046587,0.0031134307170038,0.0025101503156255,0.0036397522700649,0.0032753756972425,0.003923156352768,0.003231602353338,0.0033377977741295,0.0027029629357956,0.0033284049652757,0.0033350042232204,0.0039219738040954,0.0036846936491248,0.0035927801455153,0.0036683169629982,0.0038205557602209,0.0034049239684384,0.0036114038182427,0.003702467110706,0.003823925845885,0.0047891989005975,0.003685462887781,0.0035692673644597,0.00393529377872,0.003702467110706,0.0038644120909447,0.0048097659130878,0.019870660035622,0.048973198885469,0.048409786679932,0.048823571433864,0.035537483531473,0.033826247543897
"","Nigeria","Quad Btu",4.4930088426744,3.1810728683716,2.8602374441101,2.7707408284619,3.1177264323394,3.3548958759961,3.3107731516529,3.0523260752815,3.3027211046575,3.9014476034053,4.0693654229157,4.2994306933872,4.4278461645269,4.4508555576684,4.3708459703468,4.5256615874774,4.5648367939558,4.8503711732387,4.8987178444865,4.891253379482,5.1780758707216,5.4548060305991,5.1548406943288,5.7082346097991,5.8988794560416,6.544791824991,6.352727646295,6.3060924565991,5.9310147205705,5.7404023257706,6.3824748768245,6.9745599612403,6.9959641760506,6.5040009824082,6.7897822897738,6.4552109749458,5.7001050570289
"","Niue","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Northern Mariana Islands","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Norway","Quad Btu",2.9302794181964,3.0202409762276,3.0156765131542,3.4363083666158,3.6740837302637,3.7719861659971,3.9092471990803,4.3353299277255,4.6861959788861,5.5883598967969,5.8038872420397,6.1759626076076,6.8637037268731,7.1206838410813,7.7758815784421,8.3506981492528,9.2630784553265,9.582457997541,9.33147530101,9.5333912311196,10.299891895032,10.300456477314,10.689040314445,10.631158291819,10.792819423263,10.657348931851,10.124001019152,9.9187400265565,10.127118841921,9.8779064221594,9.4643121580301,9.0800523464013,9.4916017273963,8.9803208845728,9.1262119189932,9.5316902326806,9.6421854527734
"","Oman","Quad Btu",0.638832256,0.72149553,0.74066938,0.86111225,0.944066588,1.13108285,1.27960332,1.34054187,1.412680388,1.493514235,1.5877687671114,1.62568886,1.7220128811,1.8182312833,1.90287468,1.99452802,2.0666677366,2.13113071695,2.19684013305,2.16631531495,2.42715943755,2.47904119085,2.483929576,2.349370887,2.258577436,2.41092442,2.47046658203,2.395512099034,2.49827392523,2.637016405835,2.8323599770074,2.8559753366893,3.0569354192831,3.1110582942202,3.1406157966208,3.1881047552211,3.2670325955467
"","Pakistan","Quad Btu",0.41867107837642,0.45412581085464,0.50468767554248,0.5133234770198,0.53516455419978,0.58147116404585,0.63772063751141,0.67932177743891,0.72948547759098,0.76536248402331,0.80859503824587,0.87619520773036,0.92202633627554,0.93078248111548,1.0015302786762,1.024246554439,1.0500510767674,1.0638568764607,1.070651675347,1.1050648135017,1.1500346868208,1.1239390113392,1.1462936621206,1.2523792382069,1.3304419112649,1.4994871264277,1.6538405712338,1.6563789981344,1.6574448312946,1.6805931717497,1.7502003126678,1.7202049376492,1.8887780403676,1.7930815618087,1.8245249553664,1.8410363102947,1.8583617037397
"","Palestinian Territories","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005181364,0.005428416
"","Panama","Quad Btu",0.01033606327355,0.01530319583568,0.01279570166712,0.0104989781636,0.0169128,0.020956682,0.022761834,0.021952833,0.02379682,0.023221632,0.023373294,0.021456416,0.019835956,0.023855026,0.02470682,0.024841608,0.03092694,0.029566635,0.021841974,0.031935798,0.034765008,0.025801501,0.034435605,0.028512,0.03771024,0.03709629,0.035867104,0.03662022,0.038913446,0.03789808,0.040721544,0.03964128,0.05100576,0.04940891243689,0.04973243597535,0.06244225974316,0.066930724512656
"","Papua New Guinea","Quad Btu",0.00324105702648,0.00320907180434,0.00314665539363,0.0040081269342,0.00423864,0.004345952,0.004721592,0.004511427,0.00454256,0.0046944,0.00473291,0.005567002,0.115674062,0.2653384238,0.230695794,0.216827258,0.2264966293,0.1751667001,0.1745072921,0.2110700371,0.157086726188,0.1519360751,0.1262528241,0.1188482154,0.1077998694,0.0980948563,0.1163034449,0.09588997096,0.1016315643,0.096425131,0.0793796951,0.075975395,0.068832429,0.0605216466,0.2848426585,0.4882737852,0.528961475
"","Paraguay","Quad Btu",0.00744819835893,0.00801161347548,0.00744660162525,0.0087114828962,0.0099489432,0.042727154,0.124911166,0.1933913285,0.206089305,0.253537225,0.2836262555,0.307264745,0.2816401288,0.32166854,0.372391366,0.4304211725,0.4642229374,0.5142831085,0.5136713635,0.526326443,0.54026651932,0.4636057219,0.4855832999,0.5189626349,0.5150729978,0.507269643,0.52918747,0.527010687,0.543029373,0.53354368887072,0.52536485289853,0.5577166067742,0.57129609712656,0.57467277842134,0.52517258698339,0.5195798772035,0.58842168627402
"","Peru","Quad Btu",0.53935550646186,0.55684714826881,0.5628996643788,0.50430124071215,0.53769485280523,0.56067924005305,0.54402461669336,0.51201291356041,0.45481473658198,0.4284035986064,0.40427735969555,0.38469014996468,0.36910446567016,0.4256709213004,0.43965964697591,0.44132629743077,0.42745826142166,0.39740197154959,0.40252890701781,0.3904136977337,0.38724903360025,0.39979504523192,0.40349348614959,0.40051043660425,0.40686591938559,0.4724609902013,0.5048979301283,0.53899274295176,0.59965512978648,0.63357677197716,0.81108314915316,0.99551481832329,1.0148858210364,1.0640467882746,1.1092219047519,1.0670306744603,1.0986582845475
"","Philippines","Quad Btu",0.096903673998093,0.078298967421918,0.10471855966379,0.12277589746407,0.15109360073615,0.15406354992189,0.15288013864299,0.13850528957341,0.15444550887475,0.16016571766543,0.15732842741039,0.1496460202238,0.15628178066344,0.16335311843141,0.17116199725089,0.16465801940982,0.16971513313919,0.16134760148824,0.16937159751096,0.2161752284178,0.23065090101404,0.23305713527094,0.30171090016481,0.33604313280472,0.38197996770292,0.38173156946747,0.39238944532289,0.42789251970791,0.45247994069004,0.50595348050557,0.51428268084376,0.55281223117969,0.54615608334079,0.55875739481288,0.56123037900775,0.53254548410692,0.63836297155728
"","Poland","Quad Btu",3.9410313974197,3.4131170760034,3.8440846246379,3.9468190696581,4.0949344910009,4.2247223788333,4.365130872905,4.4727746707485,4.4721405005525,4.184876568264,3.5845826003196,3.5089802281683,3.3243646429856,3.3592149020177,3.3806964726053,3.3828058478573,3.4021861803384,3.3997750277461,3.049071745126,2.9179668833426,2.7997305387436,2.834717256853,2.8054990440735,2.8305715157683,2.8438207867554,2.8053226309197,2.7518939850448,2.5918064931056,2.5741105733364,2.4556003465563,2.4491585129982,2.5683592669525,2.6968923315609,2.689896557511,2.6669745563801,2.6875044383062,2.6252079637106
"","Portugal","Quad Btu",0.088324293856758,0.05833226898029,0.078221697985776,0.090842012916407,0.10811471731728,0.12014557617627,0.098229361272571,0.105782090865,0.13526276585039,0.071992375153912,0.10724231693895,0.10718846599828,0.061004484717111,0.10081099902837,0.12213584984351,0.095973784,0.16175896,0.14401300235,0.142992531,0.08850603,0.132735412,0.163840048,0.100875468,0.180468,0.125029728,0.085171482,0.16139194465,0.16911029695,0.15276574262,0.1903204936,0.2891298151,0.24961910905,0.197092464,0.2937319194,0.31309460205,0.24199925285,0.3112680484
"","Puerto Rico","Quad Btu",0.00211915267116,0.00129617232488,0.00108721648152,0.001157202002,0.0014094,0.001911801,0.002329458,0.002677683,0.002808128,0.002837504,0.00142200541,0.001242478852,0.00139735933,0.001240471661,0.000695741988,0.000896360288,0.0013961585,0.001041000877,0.001052585325,0.00162296846,0.001550552,0.001374289,0.001159722,0.001042875,0.001412256,0.0013827047157,0.001408498,0.001620976,0.001537224,0.001706048,0.0015687648,0.0014748888,0.001170468,0.002795513,0.00329046,0.003662367,0.003517392
"","Qatar","Quad Btu",1.199497896,1.05212885,0.93208215,0.838800225,1.090729428,0.876167605,0.88291008,0.85865533,0.989919372,1.0601506,1.1447274095327,1.184367532,1.437596022,1.446195965,1.44325078,1.507172664,1.655515247,1.900280014,2.3083028469,2.3716524245,2.829489356484,2.729447384115,2.807649545,3.139963547,3.700978216512,4.121650378,4.361760367,5.108990963,5.85531159381,6.55584339297,8.0356918697383,9.407866875526,9.8467837677417,10.177943711315,10.005862353311,10.091962313704,10.14096118566
"","Reunion","Quad Btu",0.00313717699358,0.0038676109694,0.00441158995386,0.0045025677896,0.00421776,0.005045901,0.005191662,0.005459556,0.004315432,0.005132544,0.005658688,0.004758816,0.00506758,0.005082337,0.005085788,0.005125064,0.006204,0.006526107,0.007657947,0.007700178,0.007691554,0.007811748,0.007823037,0.0078165,0.007802464,0.007839216,0.007786415,0.008559544,0.006316414,0.00553392,0.006165792,0.005382664,0.00661362,0.007585095,0.00643827,0.007091759,0.006868608
"","Romania","Quad Btu",2.2144302597841,2.2770402897655,2.393996775849,2.4803172381056,2.4195884597472,2.3343333417991,2.406452577875,2.4039581909145,2.3955354795886,2.2177588577852,1.8380655879825,1.5921674157716,1.5013064975695,1.4713527382148,1.4364620752536,1.4652444894725,1.4255066878205,1.4038121057895,1.2536584849776,1.1948218740103,1.1847577205537,1.2473195867731,1.1999966884123,1.1352767761523,1.1416403378618,1.1474426266977,1.1741522309102,1.1603462523397,1.1878223002309,1.1341889262781,1.1339145363995,1.1308560148751,1.093439926892,1.078304177899,1.1374115159642,1.133049585604,1.0578006716174
"","Russia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,50.252896516357,46.725686542577,44.076845215414,43.102264106456,41.450950581438,40.368730182655,40.613549300375,41.721420409924,42.649417324902,43.78889991226,45.018954490348,48.086750427576,50.718017968942,51.97227065875,53.068726865557,53.518937563426,53.654416693695,51.078614384388,54.319132130039,55.255407293911,56.045112840407,57.32062484244,57.071466857221,57.884606178523,59.155739207543
"","Rwanda","Quad Btu",0.00115306836519,0.00107665926986,0.00139038261579,0.0015885227482,0.00168084,0.001692414,0.001556454,0.001708716,0.001724108,0.001783872,0.00171633,0.001701068,0.00175814,0.001577277,0.001609296,0.001629296,0.0014476,0.00163408,0.00163152,0.001298702,0.00112211,0.000909304,0.000986781,0.0011745,0.000831328,0.000649935,0.000376922,0.0004171048,0.0006720428,0.000958432,0.0010751112,0.0012650232,0.00128466,0.002270758,0.002853,0.003028675,0.0030004
"","Saint Helena","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Saint Kitts and Nevis","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8536E-5,4.858E-5,7.6128E-5,7.6328E-5,7.608E-5,7.4552E-5,7.3856E-5
"","Saint Lucia","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.516E-7,9.541E-7,1.902E-6,9.319E-6,9.232E-6
"","Saint Pierre and Miquelon","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9512E-5,1.9432E-5,1.9032E-5,1.9082E-5,0,0,0
"","Saint Vincent/Grenadines","Quad Btu",0.00017659605593,0.00017770104454,0.00018817208334,0.0001893603276,0.00022968,0.000271622,0.000292488,0.000322989,0.00036134,0.000375552,0.000249648,0.000135668,0.00020684,0.000237107,0.000216636,0.000216552,0.00021714,0.000214473,0.000224334,0.000224972,0.000255025,0.000196327,0.000223806,0.000212625,0.000270432,0.000259974,0.000227750159,0.00022225794976,0.000230938344,0.00022448,0.000253656,0.0002429,0.0002379,0.0002299381,0.000233946,0.000242294,0.000249264
"","Samoa","Quad Btu",7.271602303E-5,7.317101834E-5,0.00012544805556,0.0001262402184,0.00016704,0.000177599,0.00020892,0.000187542,0.000185832,0.00020864,0.00020804,0.00020872,0.00025855,0.000257725,0.0002579,0.000268112,0.0003102,0.000337029,0.000387486,0.000439718,0.000357035,0.000495984,0.000630726,0.00054675,0.0005008,0.00049995,0.000505869,0.0005159448,0.0005242328,0.000528992,0.0005190192,0.0005363232,0.000352092,0.00038164,0.00039942,0.000391398,0.000387744
"","Sao Tome and Principe","Quad Btu",7.271602303E-5,7.317101834E-5,8.363203704E-5,6.31201092E-5,8.352E-5,8.3576E-5,7.3122E-5,8.3352E-5,8.2592E-5,8.3456E-5,8.3216E-5,8.3488E-5,8.2736E-5,8.2472E-5,8.2528E-5,8.2496E-5,8.272E-5,8.1704E-5,7.1379E-5,9.2034E-5,0.00010201,4.1332E-5,6.1038E-5,7.0875E-5,6.0096E-5,3.9996E-5,7.9352E-5,9.884E-5,7.8832E-5,6.832E-5,4.878E-5,5.8296E-5,5.7096E-5,5.7246E-5,5.706E-5,5.5914E-5,5.5392E-5
"","Saudi Arabia","Quad Btu",22.43420571,22.436997175,15.1048104,11.92263015,11.29028046,8.641848075,12.03697925,10.8418356,12.85714634,12.80856855,15.920247681482,19.74695525,20.39274516,20.108291199,20.390338075,20.65924784,20.8148471637,21.2442760074,21.4152034402,20.178607462,21.5932296241,20.9461475109,20.2696224135,23.0489025383,24.6273180924,26.1306716082,25.3546236753,24.5853099881,26.25375403725,23.77971901638,25.428756257874,26.803596452179,27.865977978963,27.523129794261,27.516815812176,28.545192897249,29.411658534902
"","Senegal","Quad Btu",0,0,0,0,0,0,0,0,0,0,0.000457688,0.000459184,0.000455048,0.0017338324,0.0019994,0.001656812,0.0022957622,0.0020300788,0.0020395078,0.0020511548,0.0017154715,0.0018154645,0.0038401445,0.0051235685,0.0045301785,0.0043644995,0.0040116525,0.0033394145,0.0038353985,0.0040052185,0.0043650305,0.0047849988,0.00424520176,0.0053208702,0.0054901522,0.00572960794,0.0057333832788
"","Serbia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.44372768829067,0.43420960120483,0.44177416172117,0.45332491920058,0.47808809878219,0.4729734031097,0.45210044597249,0.48281418647778,0.4046613201246,0.45963844779875,0.46297411244469
"","Seychelles","Quad Btu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6787E-5,6.657E-5,6.5233E-5,0
